"Date","Time","R_or_D","screen_name","text","hashtags"
"9/21/16",14:40:50,"D","russfeingold","""Johnson has a bevy of alarming quotes on climate change..."" https://t.co/fqIjcrjzzk https://t.co/Ru9hTAV7oZ",
"9/21/16",00:17:02,"D","russfeingold","Russ has a comprehensive plan to spur innovation, workforce development, job growth, &amp; renewed infrastructure in WI. https://t.co/2WuhrdhfJj",
"7/15/16",20:04:02,"D","russfeingold","Russ is proud to have the endorsement of @NARAL. Access to reproductive care is a basic right for all WI women. https://t.co/t5P4Eh82Pn",
"7/15/16",00:05:02,"D","russfeingold","On the 51st anniversary of the #OAA, our commitment to programs that protect seniors are more important than ever. https://t.co/JLpLVqK4a2","OAA"
"7/5/16",22:16:03,"D","russfeingold","From Rhinelander, to Algoma, to Fond du Lac, down to Kenosha, we're seeing #Russ4WI support up and down the state! https://t.co/502R1zCO4t","Russ4WI"
"7/5/16",20:07:42,"D","russfeingold","Sen. Johnson’s proposed amendment to the #ADA doesn’t ""fit the spirit and values of any system of education.” https://t.co/3agZ6e4QSo","ADA"
"7/5/16",17:05:53,"D","russfeingold","Spotted at the Stevens Point 4th of July parade: The #RussBus! 🇺🇸 https://t.co/nppv8AMnVp","RussBus"
"6/10/16",23:03:23,"D","russfeingold","“Listening To You In All 72”: We had a packed house at the @flyingpigshice in Beloit last week! #WISCONSIN72 https://t.co/5qPmlgDMGg","WISCONSIN72"
"6/10/16",20:01:21,"D","russfeingold","Sen. Johnson is a member of this ""historically gridlocked &amp; ineffective Congress,” but hoping Wisconsinites forget. https://t.co/IpVFS8oSJw",
"6/10/16",17:18:33,"D","russfeingold","On this 53rd anniversary of #EqualPayAct, we celebrate progress &amp; recognize that the fight for equality isn’t over. https://t.co/AcavlQM9A5","EqualPayAct"
"2/23/16",21:41:13,"D","russfeingold","Russ discussed his #InnovateWI plan with WFRV's Tom Zalaski in Green Bay last week. WATCH HERE ➞ https://t.co/UKeWWeXozS","InnovateWI"
"2/18/16",23:45:10,"D","russfeingold","Russ's #InnovateWI plan advocates for a strong, well-trained workforce. Read more here. ⬇︎ https://t.co/g1sDITvPn7 https://t.co/ZnxuKIAba8","InnovateWI"
"2/18/16",21:32:40,"D","russfeingold","Russ's #InnovateWI plan starts w/ improving infrastructure for all Wisconsin. Read here ➞ https://t.co/iYvGVbxOvc https://t.co/WP5bSeK4QZ","InnovateWI"
"2/18/16",00:30:18,"D","russfeingold","“McConnell right on 1 point: Americans should have a say. And they will -- through a president they twice elected” ➞ https://t.co/pySAdtdVzA",
"11/30/15",23:10:17,"D","russfeingold","RT if you’re against the #TPP because of its giveaways to big pharmaceutical corporations. https://t.co/JrPPBLLcFR","TPP"
"11/30/15",22:16:11,"D","russfeingold","RT if you’re against the #TPP because it makes it easier for corporations to send our jobs overseas. https://t.co/L3tJAAMJG3","TPP"
"11/30/15",17:17:00,"D","russfeingold","We look forward to seeing meaningful results to address one of the most pressing issues we face. ➞ https://t.co/CnGmuPwCZh",
"11/25/15",16:48:09,"D","russfeingold","Monday's court ruling to keep a women's health clinic in Wisconsin open was the right decision… -RDF ➞ https://t.co/S8vMYOUOjU",
"11/25/15",00:34:40,"D","russfeingold","CLICK the link and let us know which parts of the TPP are most worrisome for you. ➞ https://t.co/hCd9qayf6c https://t.co/GTNLEVKTyi",
"10/29/15",21:30:58,"D","russfeingold","Have you seen our new and improved website? Check it out, and let us know what you think!
https://t.co/lH76BYvUDl https://t.co/uAdhdY2EZt",
"10/29/15",15:37:46,"D","russfeingold","Help maintain this incredible October momentum. Contribute b4 our Halloween deadline! 🎃 → https://t.co/L5M5ECKLKl https://t.co/9H4vip1Kpk",
"10/29/15",00:17:40,"D","russfeingold","Help maintain this incredible October momentum. Contribute b4 our Halloween deadline! 🎃 → https://t.co/bhSjN05IFN https://t.co/nYcLH0B0Cv",
"9/29/15",15:32:46,"D","russfeingold","Russ stands with Planned Parenthood and with women in defending their reproductive rights and access to health care. #StandwithPP","StandwithPP"
"7/14/15",15:37:06,"D","russfeingold","Russ joined @MikeGousha to talk about the race and the importance of listening to working families. → http://t.co/dBLIKmen6B",
"6/15/15",21:20:11,"D","russfeingold","Update: 77 hrs have passed since we announced the Badger Pledge...and we haven't heard a word from Ron Johnson. http://t.co/Ys7PQq0UNc",
"6/15/15",18:08:38,"D","russfeingold","via @Public_Citizen “We applaud Russ Feingold’s proposal to limit the influence of outside spending” → http://t.co/ZJ6FoBcEA4",
"6/15/15",17:14:42,"D","russfeingold","It’s been 72 hours since Russ proposed the Badger Pledge and Wisconsin deserves an answer from @Ron4Senate. RT if you agree.",
"6/9/15",22:25:25,"D","russfeingold","Margaret Domka, Wisconsin high school teacher and Women’s World Cup referee → http://t.co/4DFVbU9m28 #WWC2015","WWC2015"
"12/12/12",21:00:38,"D","russfeingold","Congrats to my friend @ElizabethforMA, who will make an excellent addition to the Senate Banking Committee.",
"8/3/12",19:34:38,"D","russfeingold","My response in the @NYTmag to @mattbai's absurd piece on Citizens United: http://t.co/kOrYjbWf",
"5/18/12",15:11:53,"D","russfeingold","Proud to host a fundraiser for @Barrett4WI in Madison on May
30. Join me. https://t.co/hiGUQ1ok",
"2/19/12",20:56:58,"D","russfeingold","Looking forward to great week discussing issues we face post-9/11. My book on this is available now for pre-order. http://t.co/VS6sdUpF",
"10/10/11",22:54:46,"D","russfeingold","Looking forward to talking w/ @KeithOlbermann on Countdown about holding corporations accountable. Watch us on Current at 7pm CT tonight.",
"10/10/11",17:21:20,"D","russfeingold","It's time for accountability. Watch my interview from the CBS Early Show on the Occupy Wall Street protests: http://t.co/7Go03FMO",
"8/1/10",16:49:19,"D","russfeingold","Back in Rock County. Text ROCK to 91990 to find out about campaign events in Rock & Walworth Counties",
"9/21/16",22:00:31,"R","SenRonJohnson","Congratulations @nmcraig4 for being named a  @CCAInstitute Angel in Adoption! https://t.co/KubH1ugwhx",
"9/21/16",20:20:08,"R","SenRonJohnson","Terry Kohler was a force of nature. His impact on Wisconsin was wide and deep. My condolences to his wife and family.",
"9/21/16",17:13:14,"R","SenRonJohnson","Johnson Requests Information from DHS on Immigrant Surge at Southwest Border https://t.co/PF8NPB0xOD",
"9/21/16",15:37:03,"R","SenRonJohnson","The Trickett Wendler #RightToTry Act gives terminal patients access to treatment that passed @US_FDA phase 1 trial https://t.co/c5RQTa9N8t","RightToTry"
"9/21/16",13:42:42,"R","SenRonJohnson","Johnson Calls on FDA Commissioner to Testify at Hearing Thursday on Patients’ Right to Try Law  https://t.co/mK3D63VmEW",
"7/15/16",23:15:06,"R","SenRonJohnson","PODCAST: New episode of “Hey, Wisconsin” is now available! Click here to listen: https://t.co/jh0wu2mvx4",
"7/15/16",19:00:32,"R","SenRonJohnson","ICYMI: @SenRonJohnson writes 3rd letter to FDA demanding further info ecig regulations https://t.co/O6HSFinn5p #AnswerRonJohnson","AnswerRonJohnson"
"7/15/16",17:08:53,"R","SenRonJohnson","Chairman Johnson Demands Further Answers from FDA on E-Cigarette Regulations
 https://t.co/O6HSFiEYtZ",
"7/15/16",16:04:41,"R","SenRonJohnson",".@SenRonJohnson talked w/ Prescott Police Chief Gary Krutke today on keeping Wisconsinites safe. https://t.co/5Jxq7iw2d9",
"7/15/16",14:24:38,"R","SenRonJohnson","RADIO: @SenRonJohnson will be on WDSM at 9:30a CT. Listen live:https://t.co/BQ24IGXscY",
"7/15/16",13:40:08,"R","SenRonJohnson","RADIO: @SenRonJohnson will be on 1340 WLDY at 9a CT. Listen live here: https://t.co/8vwcMw32eo",
"7/15/16",12:10:08,"R","SenRonJohnson","RADIO: @SenRonJohnson will be on 790 WAYY at 7:36a CT. Listen live here: https://t.co/QYClXIMR4v",
"7/15/16",03:43:35,"R","SenRonJohnson","Johnson Statement on Terrorist Attack in Nice https://t.co/HXo4Awo2FL",
"7/15/16",01:19:26,"R","SenRonJohnson","My thoughts and prayers are with those in Nice tonight who, while celebrating their freedom, had it horrifically attacked.- rj #NiceFrance","NiceFrance"
"7/5/16",19:14:52,"R","SenRonJohnson","Johnson Announces Staff Mobile Office Hour 
https://t.co/s39gAYgbZl",
"7/5/16",17:10:24,"R","SenRonJohnson","Chairman Johnson Statement on FBI Announcement on Secretary Clinton’s Use of Private Server for Classified Emails 
https://t.co/NeXn2KwBKV",
"6/10/16",21:15:06,"R","SenRonJohnson","NEWS: Johnson Releases New ‘Hey, Wisconsin’ Episode
https://t.co/QEkiPziPdH",
"6/10/16",15:03:05,"R","SenRonJohnson","NEWS: An unemployment solution without big government https://t.co/fcE7j4yrX3",
"6/10/16",13:00:25,"R","SenRonJohnson","PODCAST: Hear @SenRonJohnson talk to MKE’s Pastor Smith about The Joseph Project https://t.co/GE6KmM9QXS",
"6/10/16",12:00:24,"R","SenRonJohnson","RADIO: @SenRonJohnson will be on 1490 WLFN at 7:18a CT.  To listen, tune in locally.",
"6/10/16",10:00:23,"R","SenRonJohnson","PODCAST: @SenRonJohnson on making job connections for workers in Wisconsin #JosephProjectWI https://t.co/GE6KmM9QXS","JosephProjectWI"
"2/23/16",19:59:07,"R","SenRonJohnson","71 years ago Harvey Kurz (left) witnessed history on #IwoJima Now he loves to thank other vets for @SSHonorFlight https://t.co/WOpk5FwQty","IwoJima"
"2/23/16",18:40:31,"R","SenRonJohnson","RELEASE:Johnson Responds to President Obama’s Plan for Guantanamo  https://t.co/tQ9fVKENqy",
"2/23/16",18:07:47,"R","SenRonJohnson",".@SenRonJohnson joins 34 other senators to block EPA attempt to transform the electricity sector. More here: https://t.co/T7NSHsTYVJ",
"2/23/16",16:00:04,"R","SenRonJohnson","LIVE NOW @SenRonJohnson is currently asking questions at the Senate Foreign Relations committee https://t.co/1cual3PzHk",
"2/23/16",14:11:16,"R","SenRonJohnson","COMING UP @SenRonJohnson will speak to Rick Jensen at 8:15a CT on 1470 WBKV. Listen live here: https://t.co/NHZDi2UdgK",
"11/25/15",12:12:41,"R","SenRonJohnson","Enjoyed the visit to Gilmore Middle School in Racine. https://t.co/stiXdpz8WN via @journaltimes",
"10/29/15",19:08:32,"R","SenRonJohnson",".@DHSgov commends Sen. Johnson, others for passing bill to protect Americans from cyber-attack. https://t.co/0UnKtPvsMF",
"10/29/15",17:22:07,"R","SenRonJohnson","“I have no doubt Paul will propose positive ideas and solutions to the problems facing our nation.” #SpeakerRyan  https://t.co/gP1xiP8eiC","SpeakerRyan"
"10/29/15",17:00:26,"R","SenRonJohnson","“ Paul Ryan is a person of integrity, courage and ideas."" @SenRonJohnson’s statement on #SpeakerRyan here: https://t.co/gP1xiP8eiC","SpeakerRyan"
"10/29/15",16:35:06,"R","SenRonJohnson",".@SenRonJohnson responds to @SpeakerRyan’s election, read his statement here: https://t.co/gP1xiP8eiC",
"10/29/15",16:05:26,"R","SenRonJohnson","RELEASE: Johnson Statement on the Election of Speaker Paul Ryan   https://t.co/gP1xiPpPHc #SpeakerRyan","SpeakerRyan"
"10/29/15",15:58:58,"R","SenRonJohnson","Congrats @SpeakerRyan. You make Wisconsin proud!",
"9/29/15",18:30:10,"R","SenRonJohnson",".@SenRonJohnson asks for answers on ISIS intel: http://t.co/Ah4v6MwAYF @NRO @NROcorner",
"9/29/15",17:30:13,"R","SenRonJohnson","National Review: Cooking Intel on ISIS: Senators Demand Answers http://t.co/Ah4v6MwAYF @NRO @NROcorner",
"9/29/15",17:20:18,"R","SenRonJohnson",".@SenRonJohnson @SenSchumer @JeffFlake @SenJohnMcCain applaud House for passing the Border Jobs for Veterans Act, http://t.co/nM6B2z7Toa",
"9/29/15",17:00:26,"R","SenRonJohnson",".@SenRonJohnson is looking into allegations of manipulation of intelligence reporting http://t.co/Ah4v6MwAYF @NRO @NROcorner",
"9/29/15",16:30:13,"R","SenRonJohnson","Chairman Johnson is looking for answers in possible ISIS intelligence manipulation http://t.co/Ah4v6MwAYF @NRO @NROcorner",
"9/29/15",15:52:25,"R","SenRonJohnson",".@SenRonJohnson will be on @whoradio 's Mickelson in the Morning at 11:07a CT. Listen live here: http://t.co/GAZ5pa9Qyl",
"7/14/15",21:30:13,"R","SenRonJohnson","Hear @SenRonJohnson on The @VickiMcKenna Show today at 5:06p CT. Listen live here: http://t.co/pA1RgAZc5D",
"7/14/15",19:46:08,"R","SenRonJohnson","""Affordable"" Care Act turns out to be not very affordable at all.  http://t.co/LR3NW43PLX",
"7/14/15",19:02:56,"R","SenRonJohnson","Great visit, @jordyntnoennig. Best wishes! https://t.co/sowdgYj87T",
"6/15/15",20:32:26,"R","SenRonJohnson","My sympathies go out to the victims of devastating floods in the nation of Georgia. –rj  #tbilisiflood","tbilisiflood"
"6/15/15",13:32:08,"R","SenRonJohnson","You're welcome!  https://t.co/aQVyYJgy0b",
"6/9/15",21:39:59,"R","SenRonJohnson","Troubling testimony before Senate Homeland Security Cte today about TSA's culture. http://t.co/VTkdQXz9iE via @usatoday",
"6/9/15",21:03:25,"R","SenRonJohnson","What senators on my committee learned Tuesday about the ""red teams"" testing TSA security. http://t.co/oH22DEiEME",
"6/9/15",16:50:08,"R","SenRonJohnson","Watch @SenRonJohnson discuss his #TSA hearing with @wolfblitzer at 12:10p CT on @CNN","TSA"
"6/9/15",15:03:44,"R","SenRonJohnson","Hearing now from experienced front-line agents how #TSA can do a better job. Watch here: http://t.co/758NG41sOy","TSA"
"6/9/15",14:30:07,"R","SenRonJohnson","LIVE NOW @SenRonJohnson is currently holding a HSGAC hearing on the oversight of the #TSA. Watch here: http://t.co/758NG3JRpY","TSA"
"6/9/15",14:00:13,"R","SenRonJohnson","Watch @SenRonJohnson hold a HSGAC hearing today on the oversight of the #TSA at 9:30a CT. http://t.co/758NG3JRpY","TSA"
"6/9/15",13:34:33,"R","SenRonJohnson","For #JuneDairyMonth @SenRonJohnson's staff will host agriculture related mobile office hours http://t.co/x3FrZTva1u http://t.co/4VYkvCB7e7","JuneDairyMonth"
"10/22/14",17:43:40,"R","SenRonJohnson","Patients now find they can't afford deductibles, NYTimes reports. No surprise. Obamacare doesn't lower costs. http://t.co/q43I2GSKM6",
"10/22/14",16:56:05,"R","SenRonJohnson","Sen. Johnson is excited to visit Valley Grinding and Manufacturing today in Little Chute for #ManufacturingMonth http://t.co/t6CUecGuyQ","ManufacturingMonth"
"5/21/14",21:45:31,"R","SenRonJohnson","@SenRockefeller, it's wrong to imply that opponents of Obamacare are racist.  http://t.co/ZKpoX2StNO",
"9/21/16",22:48:02,"R","SenCapito","My staff celebrated 20 yrs of @Toyota success w/ 1600+ team members! &amp; news of $400 million investment in WV. https://t.co/Q0uz7J5MhS",
"9/21/16",22:11:07,"R","SenCapito","My staff will be in 3 counties tomorrow hosting mobile offices. To RSVP &amp; find directions, click here: https://t.co/IIS06TxNpg https://t.co/BImyllcl3l",
"9/21/16",21:06:05,"R","SenCapito","Reminder that my staff will host an Academy Day at Spring Mills High School in Martinsburg this Sat: https://t.co/MTDHF4YsZA https://t.co/G9SUKbJkPA",
"9/21/16",20:17:39,"R","SenCapito","Talked w @volunteerwv's Heather Foster about how @AmeriCorps can help w/ #wvflood relief efforts. https://t.co/sNbTQzLFwO","wvflood"
"9/21/16",17:57:27,"R","SenCapito","WVians are known to help others in need &amp; this new funding for @YWCAWheeling is a perfect example. Read about it: https://t.co/CT6kd6cGNZ",
"9/21/16",17:00:50,"R","SenCapito","I will continue working w/ my colleagues to bring this bill to the @SenateFloor before year’s end. https://t.co/VMkC1AHhSl",
"9/21/16",17:00:16,"R","SenCapito","The #MinersProtectionAct is a fix that would benefit so many of our miners who are facing uncertain futures.","MinersProtectionAct"
"9/21/16",16:59:46,"R","SenCapito","Pleased #MinersProtectionAct passed out of @SenateFinance today with a strong vote. Now we have to keep forging ahead.","MinersProtectionAct"
"9/21/16",13:01:04,"R","SenCapito","Today at 10AM, @SenateFinance will finally markup the Miners Protection Act. We owe this to our miners. WATCH: https://t.co/iWRlE2y98z",
"7/15/16",18:28:41,"R","SenCapito","A few days ago, my staff joined veterans &amp; Jackson Co. residents for the bridge renaming on Rt. 21. https://t.co/7GI2zsTcpW",
"7/15/16",16:13:09,"R","SenCapito","If you haven’t heard, I made a big announcement this week. Watch to find out more: https://t.co/9gWJDoxnpt",
"7/15/16",14:22:38,"R","SenCapito","30% of WVians lack access to #broadband that meets @FCC benchmarks. That’s why I launched a Senate Broadband Caucus: https://t.co/scHNj1rbjv","broadband"
"7/15/16",12:15:05,"R","SenCapito","Chatting w Hans Fogle this AM about closing the digital gap, flood relief &amp; more. Tune in to @WVPanhandleLive @ 8:30 https://t.co/IOFs0vuGkN",
"7/15/16",01:58:22,"R","SenCapito","Our hearts are with France and all those affected following tonight's tragedy. Please join me to #prayfornice.","prayfornice"
"7/5/16",22:40:10,"R","SenCapito","My staff checked in w volunteers @ Nuttall Community Distribution Center to make sure they’re receiving proper help https://t.co/ywtGgNam9b",
"7/5/16",19:46:03,"R","SenCapito","Took a look around the @fema disaster recovery center in Rainelle. Find a center near you: https://t.co/Jf4bGwYNhn https://t.co/THpYKxLt0f",
"7/5/16",19:12:04,"R","SenCapito","Just announced @HHSGov investment of more than $17 million in Wheeling, Fairmont &amp; Martinsburg Head Start programs: https://t.co/K4JB9CQOGd",
"7/5/16",18:21:33,"R","SenCapito","In Rainelle w/ volunteers &amp; flood victims - the incredible response from the community makes me proud to be a WVian https://t.co/IO0U5RyrNo",
"7/5/16",16:32:23,"R","SenCapito","My staff is in Webster, Fayette, Clay &amp; Greenbrier Counties helping WVians navigate process for getting aid. Need help? Call 304-347-5372",
"7/5/16",13:34:07,"R","SenCapito","Chatted w @westlibertyu student Rebecca Barnes about the benefits of biomedical research programs for undergrads https://t.co/eeb3GpbqHj",
"6/10/16",21:12:03,"R","SenCapito","High school juniors &amp; seniors interested in gov’t &amp; public service can now apply to the @SenateYouth program for '17 https://t.co/nBNElrnuxn",
"6/10/16",20:19:32,"R","SenCapito","@DM_opinion editorial applauds Senate’s bipartisan passage of #TSCA bill updating nation’s chemical safety laws --&gt; https://t.co/ZBgH3DzPhr","TSCA"
"6/10/16",16:52:02,"R","SenCapito","#NDAA was at the top of the agenda this week. Watch and learn more: https://t.co/jWLoyH2N7W","NDAA"
"6/10/16",15:58:03,"R","SenCapito",".@ChrisMurphyCT &amp; I led a letter to @GOPHELP urging review of patient access to care &amp; expenses: https://t.co/hzVeqzc4Vs",
"9/21/16",18:12:08,"D","Sen_JoeManchin","Pleased to announced funding for transitional housing programs for domestic violence victims at @YWCAWheeling. #WV https://t.co/odSl6eYUnH","WV"
"9/21/16",16:04:58,"D","Sen_JoeManchin","#MinersProtectionAct passed through @SenateFinance &amp; we are closer to fulfilling the commitment made to our miners https://t.co/siAhpER05N","MinersProtectionAct"
"9/21/16",13:50:10,"D","Sen_JoeManchin","The @SenateFinance Committee is marking up the #MinersProtectionAct this morning at 10 am. Watch live here: https://t.co/ynt71ellMI","MinersProtectionAct"
"9/21/16",13:15:10,"D","Sen_JoeManchin","Read my op-ed in @DM_opinion on why the @SenateFinance Committee needs to pass the #MinersProtectionAct today. More: https://t.co/BhH0TbKaIl","MinersProtectionAct"
"7/15/16",19:15:09,"D","Sen_JoeManchin","Visit my website for a recap of what I've been working on this week in DC: https://t.co/QXmpfvB3ql https://t.co/SO4eNJvKCs",
"7/15/16",16:30:24,"D","Sen_JoeManchin","Read my op-ed in the @TheJournalWV on how passing #CARA is only the first step to combat the #OpioidEpidemic. MORE: https://t.co/Ct2wGEj66C","CARA OpioidEpidemic"
"7/15/16",14:58:19,"D","Sen_JoeManchin","Glad the Senate passed #CARA but our fight against #opioidepidemic isn't over. Read my op-ed in the @heralddispatch https://t.co/cdE6AwlrL6","CARA opioidepidemic"
"7/15/16",01:09:31,"D","Sen_JoeManchin","On behalf of all West Virginians, our thoughts and prayers are with the people of Nice, France tonight. #PrayForNice","PrayForNice"
"7/5/16",19:23:05,"D","Sen_JoeManchin","Our kids deserve the best chance at bright futures. Pleased more than $17M will go to #WV Head Start programs. MORE: https://t.co/oL6ZLEgohD","WV"
"7/5/16",13:00:08,"D","Sen_JoeManchin","My #WVParkOfTheWeek is Bluestone National River in Southern #WV. Send me a photo of your visit and I’ll post my favorite on Friday.","WVParkOfTheWeek WV"
"6/10/16",15:29:05,"D","Sen_JoeManchin","Visit my website for a recap of what I've been working on this week in DC: https://t.co/k1nKDo9Zy9 https://t.co/F3iE51KHmd",
"2/23/16",21:25:05,"D","Sen_JoeManchin","I just read Chelsea’s powerful letter on the Senate floor on how she’s overcome opioid addiction. https://t.co/jvZw778iNG",
"2/23/16",20:27:06,"D","Sen_JoeManchin","At 3:30 pm I'll be on the @SenateFloor urging my colleagues to oppose @US_FDA nominee Dr. Robert Califf. Watch here: https://t.co/VMb58988Ey",
"2/23/16",20:15:50,"D","Sen_JoeManchin","@zoesampson98 I was thrilled to meet with you and WVians with @nothingbutnets too! #ChampionSummit https://t.co/Xh5Z4KWKlS","ChampionSummit"
"2/23/16",16:30:31,"D","Sen_JoeManchin","Pics from my presser with @SenMarkey, law enforcement, medical/public health leaders in opposition to @US_FDA nom: https://t.co/8pAsX0JYSg",
"2/23/16",14:35:07,"D","Sen_JoeManchin","The President’s @US_FDA nominee Dr. Robert Calif is not the leader we need. #ICYMI my @SenateFloor remarks yesterday https://t.co/wvSGNrOsR6","ICYMI"
"2/18/16",18:01:20,"D","Sen_JoeManchin","Today I announced I will cohost job &amp; resource fairs across #WV to help get WVians back to work. Read more here: https://t.co/zvvFshKSZy","WV"
"2/18/16",15:59:03,"D","Sen_JoeManchin","Tune in now to #Talkline: I'm announcing job/resource fairs across state to get WVians back to work: https://t.co/lU7NqRjQhe @HoppyKercheval","Talkline"
"11/30/15",21:05:05,"D","Sen_JoeManchin","As you shop for #CyberMonday, don’t forget tmrw is @GivingTues. Celebrate the importance of giving &amp; #GiveBack tmrw: https://t.co/njjL5Inq9N","CyberMonday GiveBack"
"11/30/15",19:30:23,"D","Sen_JoeManchin","Congrats @U92_FM on winning 3 #CMJ2015 awards. More on @WestVirginiaU station &amp; Music Director/WVian Emmi McIntyre: https://t.co/4FlkHxnf0H","CMJ2015"
"11/25/15",23:00:27,"D","Sen_JoeManchin","Gayle &amp; I were happy to serve meals with other tireless volunteers at the Union Mission Crossroad Shelter today. https://t.co/s5KMszLY0K",
"11/25/15",22:30:26,"D","Sen_JoeManchin","Thankful that Gayle &amp; I were able 2 join other volunteers for the 9th Annual Earl Wilson Community Dinner yesterday https://t.co/CNsoHeaLjS",
"11/25/15",22:05:04,"D","Sen_JoeManchin","This Thanksgiving I encourage all WVians to give thanks for their blessings &amp; share those blessings w/those in need. https://t.co/HuOBhMBGyV",
"11/25/15",14:45:40,"D","Sen_JoeManchin","Buck firearms season in #WV is a great chance to give back to the community. Here’s how you can make a difference: https://t.co/ixtsa1ivpJ","WV"
"10/29/15",20:30:16,"D","Sen_JoeManchin","Proud to introduce legislation to withhold bonuses from federal employees who don’t pay their taxes. Read more: https://t.co/YjEXrkx96I",
"10/29/15",20:00:27,"D","Sen_JoeManchin","Congrats @SpeakerRyan. My door is always open, and I look forward to working together on bipartisan solutions to our nation’s challenges.",
"10/29/15",15:05:06,"D","Sen_JoeManchin","Had a wonderful discussion yesterday w/ Spring Mills Middle School in Berkeley Co. Read @TheJournalWV story here: https://t.co/1tAhz7OX9g",
"10/29/15",14:00:33,"D","Sen_JoeManchin","Congratulations to my friend @SpeakerBoehner for his outstanding career in public service to this country. https://t.co/WsfGP6ueQu",
"9/29/15",19:30:18,"D","Sen_JoeManchin","Hosted impt discussion today on what #WV is doing to curb meth production &amp; combat the rise of meth cooks. Read more: http://t.co/5xhPLThvzo","WV"
"9/29/15",16:30:16,"D","Sen_JoeManchin","Congrats to @RollingStone ""Best Newcomer"" musical artist, Christian Lopez from Martinsburg #WV. Read More: http://t.co/1tcLFufhT9","WV"
"9/29/15",16:00:27,"D","Sen_JoeManchin","Honored to have @WoodyWilliams45 join us to present #WV #Veteran Sergeant Willie Lewis w/ the Purple Heart last week http://t.co/gaGNXOQBC5","WV Veteran"
"9/29/15",14:18:38,"D","Sen_JoeManchin","Happening Now: I’m speaking at the Senate Armed Services Committee Hearing. Watch live here: http://t.co/5ogGVvNkwp",
"9/29/15",13:00:14,"D","Sen_JoeManchin","Thank you 2 @DeptVetAffairs Sec McDonald, #WV #Veterans &amp; families who came 2 the Annual Gold Star Families retreat. http://t.co/cbZEyjjneM","WV Veterans"
"7/14/15",20:30:10,"D","Sen_JoeManchin","I don’t claim 2 be a Washington Democrat. I’m a #WV Democrat, a proud WV Democrat &amp; I think we’re a little different: http://t.co/iRRxQYnQfu","WV"
"7/14/15",20:00:19,"D","Sen_JoeManchin","Happening Now: talking about the #IranDeal on @NowWithAlex. Tune in to @MSNBC if you can.","IranDeal"
"7/14/15",18:50:03,"D","Sen_JoeManchin","Read my full statement on today’s final nuclear agreement with Iran: http://t.co/XrjmyhG8zj #IranDeal","IranDeal"
"7/14/15",18:48:05,"D","Sen_JoeManchin","VIDEO: Pleased that we have given diplomacy a chance, but we still need to look at details of the #IranDeal. http://t.co/fMZjACJGzo","IranDeal"
"7/14/15",14:55:05,"D","Sen_JoeManchin","At 11 am, I'll be on #Talkline with @HoppyKercheval to discuss the #IranDeal. Listen live here: http://t.co/lU7NqRjQhe","Talkline IranDeal"
"7/14/15",14:30:15,"D","Sen_JoeManchin","Looking forward 2 reviewing the details of the #IranDeal. Watch my full @Morning_Joe interview on the agreement here: http://t.co/LgdSYoCgjI","IranDeal"
"7/14/15",11:15:04,"D","Sen_JoeManchin","I'll be on @Morning_Joe at 7:30 a.m. Tune in to @msnbc if you can.",
"6/15/15",23:30:11,"D","Sen_JoeManchin","Thanks @wvboysstate 4 presenting me w/June 10, 1944 copy of ""The Mountaineer"" that includes pic of my uncle, A. James http://t.co/EcexwwlCuS",
"6/15/15",23:20:05,"D","Sen_JoeManchin","It was a pleasure 2 be part of @wvboysstate grad ceremony. Congrats &amp; best wishes 2 the bright young participants. http://t.co/rjLo5snj4t",
"6/15/15",19:18:07,"D","Sen_JoeManchin","#ICYMI: Joined more than 200 riders at the Ride for Fallen Service Heroes yesterday. Great @WVNS59News story: http://t.co/kpGw5FVkfy","ICYMI"
"6/15/15",18:50:06,"D","Sen_JoeManchin","Proud of @wvustatler students for their robotics competition win @NASAPrize #SRRbot 2015. Congratulations! http://t.co/dzsxlX3JNm","SRRbot"
"6/15/15",17:45:11,"D","Sen_JoeManchin","A big thanks 2 all who helped make yesterday’s Ride for Fallen Service Heroes a huge success. http://t.co/K47zzBA7lL http://t.co/oQECCd9rd6",
"6/15/15",14:25:02,"D","Sen_JoeManchin","I'll be on Talkline w/ @HoppyKercheval @ 10:30am discussing the importance of @EximBankUS to #WV businesses. http://t.co/g2GvhPVB5R","WV"
"6/15/15",13:00:37,"D","Sen_JoeManchin","#ReachUp &amp; support #SpecialOlympics. For every share of the video, #CocaCola will donate $1 to Special Olympics http://t.co/YWDKCXsu48","ReachUp SpecialOlympics CocaCola"
"6/9/15",21:40:07,"D","Sen_JoeManchin","Glad I got to meet with the students of McDowell County #WV in my D.C. office today! http://t.co/n41270lTwQ","WV"
"6/9/15",21:30:13,"D","Sen_JoeManchin","ICYMI: Spoke today abt the importance of preventing any additional war funding until we get serious about our budget: http://t.co/TM8OHv0KIa",
