"","Date","Time","screen_name","text","hashtags"
"168","12/12/12",01:17:36,"SenatorAkaka","Senator Akaka's aloha (farewell) speech on the Senate floor is set for tomorrow at 6:30 am Hawaii Time, 11:30 am Eastern.",NA
"169","12/12/12",00:59:34,"SenatorAkaka","@SenatorReid ""As [we] worked to bring our troops home...Akaka labored w/ VA to meet the needs &amp; challenges of a new generation of veterans.""",NA
"170","12/12/12",00:48:48,"SenatorAkaka","@SenatorDurbin ""But more importantly what Dan Akaka leaves behind is...kinship and camaraderie...with so many members of the Senate.""",NA
"171","12/12/12",00:47:37,"SenatorAkaka","@SenatorDurbin ""The legacy that Sen Akaka leaves behind is substantial when it comes to legislation, particularly in helping veterans...""",NA
"172","12/12/12",00:46:32,"SenatorAkaka","@SenatorReid ""Dan has been a strong voice and tireless advocate for Native Americans. He has taught us all about the history of Hawaii...""",NA
"173","12/12/12",00:44:32,"SenatorAkaka","@SenatorReid and @SenatorDurbin praise retiring Senator Akaka on the Senate floor http://t.co/dEcFhWyO",NA
"174","7/18/12",20:08:10,"SenatorAkaka","CNBC: ""What more needs to be done?"" asks Akaka about financial responsibility. ""It's an ongoing battle,"" says Bernanke. http://t.co/gD1wHVOW",NA
"175","12/12/12",21:17:55,"Daniel_Inouye","@SenatorAkaka is the spirit of Aloha. http://t.co/DjS9Brwa",NA
"176","9/25/12",19:55:09,"Daniel_Inouye","Senator Inouye discussed the Asia Pacific with Leila Delima Secretary of Justice of the #Philippines","Philippines"
"177","9/25/12",15:38:59,"Daniel_Inouye","Senator Inouye is discussing #Israel and the Middle East with @AmbassadorOren from @IsraelinUSA","Israel"
"178","5/18/12",19:31:16,"Daniel_Inouye","Senator Inouye, Fawaz Bilbeisi, her majesty Princess Aisha Bint Al Hussein of #Jordan and Ambassador Alia Bouran http://t.co/pGhFH2VR","Jordan"
"179","5/18/12",19:24:45,"Daniel_Inouye","@ENERGY makes $500K available to test wave energy device in #Hawaii. @SenatorAkaka @maziehirono @RepHanabusa http://t.co/rTLChAfQ","Hawaii"
"180","5/18/12",19:22:52,"Daniel_Inouye","Hawaii farmers and ranchers to receive transportation reimbursements. @SenatorAkaka @maziehirono @RepHanabusa http://t.co/GxzjAKcV",NA
"181","5/18/12",19:02:39,"Daniel_Inouye","Senator Inouye is meeting with her majesty Princess Aisha Bint Al Hussein and Ambassador of #Jordan Alia Bouran","Jordan"
"182","5/18/12",18:35:53,"Daniel_Inouye","Senator Inouye is meeting with Steve Whisnant from @USOlympic",NA
"183","5/18/12",18:06:00,"Daniel_Inouye","Senator Inouye is meeting with Rigely Evers and Shawna Francis Watley from SCORE Hawaii in the Hart Senate office building.",NA
"184","2/19/12",08:18:40,"Daniel_Inouye","Senator Inouye is back home in Honolulu, #Hawaii","Hawaii"
"185","1/14/11",22:14:27,"Daniel_Inouye","Sen. Inouye is headed to lunch @UncleSamChoy's Breakfast, Lunch and Crab with @MayorCarvalho and Mayors Alan Arakawa and William P. Kenoi.",NA
"186","1/14/11",21:20:26,"Daniel_Inouye","Senator Inouye is meeting with Governor @neilabercrombie and Lt. Gov. @brianschatz at the Hawaii State Capitol. #Hawaii","Hawaii"
"187","1/14/11",20:39:13,"Daniel_Inouye","""Realism dictates that we should consider the mood of the people of United States.""  @chadblairCB @CivilBeat http://bit.ly/fPQTeW",NA
"188","1/14/11",20:12:15,"Daniel_Inouye","Sen. Inouye is at the State Capitol meeting with Senate President Shan Tsutsui and @SenGaluteria Sen. Ron Kouchi and Sen. Donna Kim",NA
"189","1/14/11",19:19:06,"Daniel_Inouye","""I think our rhetoric has become a bit too harsh."" http://bit.ly/fHhS3f @StarAdvertiser",NA
"190","1/14/11",18:42:03,"Daniel_Inouye","“That should be common sense.” @StarPolitics @StarAdvertiser http://bit.ly/gMdbHd",NA
"191","1/13/11",22:34:42,"Daniel_Inouye","Senator Inouye is @PacificBeachHtl for the @NavRegHawaii League luncheon.",NA
"192","1/13/11",21:56:09,"Daniel_Inouye","Senator Inouye is about to speak at the @NavRegHawaii League luncheon at the Pacific Beach Hotel in Waikiki. @USNavy  #Navy","Navy"
"193","1/13/11",21:21:16,"Daniel_Inouye","Senator Inouye's remarks from ""A Symposium on Innovation,"" delivered today at the Sheraton Waikiki. http://bit.ly/gFZWIl @UHawaiiNews",NA
"194","1/13/11",17:29:42,"Daniel_Inouye","Senator Inouye is preparing to deliver remarks at ""A Symposium on Innovation"" at the Sheraton Waikiki. @UHawaiiNews #Hawaii","Hawaii"
"195","1/13/11",04:30:06,"Daniel_Inouye","Senator Inouye and Irene are headed to dinner at Side Street Inn.",NA
"196","1/11/11",17:44:44,"Daniel_Inouye","Senator Inouye is heading home to Hawaii.",NA
"197","1/7/11",21:41:35,"Daniel_Inouye","@SenGaluteria Mahalo for your kind words and support.",NA
"198","1/7/11",21:39:28,"Daniel_Inouye","@earlson888 Mahalo for your support.",NA
"199","1/7/11",19:49:25,"Daniel_Inouye","Senator Inouye is meeting with @kirkcaldwell in the U.S. Capitol",NA
"200","1/6/11",21:08:19,"Daniel_Inouye","""As Senate Appropriations chairman, Inouye will be in the middle of the deal-making."" http://bit.ly/hQUgmn",NA
"201","11/3/09",22:02:31,"Daniel_Inouye","Senator Inouye issued the following statement following the end of pineapple production at ML&P. http://bit.ly/3ZESAx",NA
"202","7/5/16",02:30:18,"maziehirono","Happy to spend #4thOfJuly with our veterans &amp; many others at the annual Kailua Independence Day parade https://t.co/pjfEXwUs69","4thOfJuly"
"203","10/29/15",23:02:11,"maziehirono","Happy #NationalCatDay! Since adopting Hemic from @hawaiianhumane, he's been a cherished member of our family https://t.co/e1901A3tY5","NationalCatDay"
"204","9/29/15",19:07:32,"maziehirono","Visit https://t.co/mUMiVTvLVK to review @Interior's Proposed Rule on establishing a gov-to-gov relationship w/ the Native Hawaiian community",NA
"205","9/29/15",19:03:42,"maziehirono","Today's @Interior announcement is a significant step for Native Hawaiian community’s work toward self-determination http://t.co/7VWn2xgQHT",NA
"206","7/14/15",19:55:50,"maziehirono","HI, AK &amp; territories can serve as examples of moving away from dependence on fossil fuels. Watch my statement at http://t.co/BVmzGFFTCO",NA
"207","7/14/15",19:54:44,"maziehirono","At this morning's @EnergyDems hearing on islanded energy, @EnergyHawaiiGov Admin Mark Glick &amp; I spoke about HI's 100% renewable goal by 2045",NA
"208","6/15/15",19:48:41,"maziehirono","The success of #DACA shows that we must continue the fight to bring all immigrants out of the shadows #DACAworks","DACA DACAworks"
"209","6/15/15",19:22:00,"maziehirono","I introduced bills that would extend in-state tuition &amp; Pell Grants to #DREAMers to give them a fair shot at a college education #DACAworks","DREAMers DACAworks"
"210","6/15/15",19:07:23,"maziehirono","3 years since #DACA began, 660,000 DREAMers have come out of the shadows &amp; contribute to our nation without fear of deportation #DACAworks","DACA DACAworks"
"211","6/9/15",20:52:51,"maziehirono","Congratulations to Honolulu's Gertrude Yukie Tsutsumi for recognition as a #NEAHeritage fellow for Japanese classical dance @NEAarts","NEAHeritage"
"212","6/9/15",19:01:51,"maziehirono","That's right @HeardontheHill- look for spam musubi at #HawaiiOnTheHill. It's a HI favorite! http://t.co/Jlsjv0tBBU http://t.co/v2qEaG6KXB","HawaiiOnTheHill"
"213","5/21/14",22:40:49,"maziehirono","@KupunaAdvocate Mahalo!",NA
"214","5/21/14",20:23:29,"maziehirono","$15 million for Honolulu International Airport. Good news for Hawaii #travel &amp; #tourism http://t.co/VYYZXgJ2Ag #HNL","travel tourism HNL"
"215","4/1/14",21:17:17,"maziehirono","Many @UHManoaNews students rely on #FinancialAid. #PellGrant Protection Act expands access to vital program http://t.co/BVkrmUnyXG","FinancialAid PellGrant"
"216","4/1/14",21:01:22,"maziehirono","#PellGrant Protection Act helps students attend #college regardless of financial situation http://t.co/BVkrmUnyXG","PellGrant college"
"217","4/1/14",20:58:32,"maziehirono","Proud to intro #PellGrant Protection Act w/ @SenJackReed @SenWhitehouse &amp; @USRepRHinojosa to help students http://t.co/BVkrmUnyXG","PellGrant"
"218","2/18/14",13:33:10,"maziehirono","""Hawaii is the anchor, the center of this Pacific rebalance."" U.S. Senator Richard Durbin speaking… http://t.co/3blhaUR264",NA
"219","2/18/14",13:04:50,"maziehirono","Heartfelt mahalo to my friend @SenatorDurbin for spending your valuable time w/HI's Military Affairs Council http://t.co/XOQYkyBeaR",NA
"220","7/24/13",00:13:44,"maziehirono","Just ran into Sen. Bob Dole &amp; wished him a happy 90th birthday. We reminisced about Sen. Inouye and their friendship. http://t.co/XajwSSMABd",NA
"221","3/11/13",21:52:38,"maziehirono","I’m introducing PRE-K Act b/c high quality preschool makes the biggest difference in educational outcomes http://t.co/iFrsTsh8As",NA
"222","3/11/13",21:48:28,"maziehirono","Two years after horrific earthquake and tsunami, Japan’s people continue to inspire the world with their courage and resilience",NA
"223","3/11/13",18:36:59,"maziehirono","Enjoyed talking story w/ sharp 6th graders from Iroquois Point Elem. Talked about the importance of preschool http://t.co/4Bv144SWgF",NA
"224","12/12/12",21:48:24,"maziehirono","I am confident we can accomplish many things if we carry ourselves with the aloha spirit embodied by Senator Akaka http://t.co/B0gN0hPE",NA
"225","12/12/12",21:47:57,"maziehirono","At a time when so many challenging issues face our country, let’s look to Senator Akaka’s example and come together to find real solutions",NA
"226","12/12/12",21:47:39,"maziehirono","where people in the same boat go nowhere if paddling in opposite directions. Yet, by working together, we can all go great distances",NA
"227","12/12/12",21:47:23,"maziehirono","In today’s farewell address, @SenatorAkaka noted the metaphor of the canoe...",NA
"228","9/25/12",22:19:33,"maziehirono","Just a few days until #smallbiz webinars on #healthcare tax credits! Register now &amp; take advantage of this resource http://t.co/CBmCVhuH","smallbiz healthcare"
"229","8/3/12",21:45:06,"maziehirono","Addressing the critical issue of #marine #debris is essential for our #environment, safe #navigation, and our #economy http://t.co/HNllpuYq","marine debris environment navigation economy"
"230","8/3/12",18:39:45,"maziehirono","These are the kinds of foundational investments that strengthen Hawaii” (8/8)",NA
"231","8/3/12",18:39:10,"maziehirono","the magnificent viewscapes and wealth of native flora and fauna of one of our nation's #natural #treasures (7/8)","natural treasures"
"232","8/3/12",18:38:30,"maziehirono","Improving the #parking facilities at #Haleakala National Park will enhance the #visitor experience for those who want to enjoy (6/8)","parking Haleakala visitor"
"233","8/3/12",18:37:52,"maziehirono","for our #visitor industry that’s currently experiencing #record #numbers (5/8)","visitor record numbers"
"234","8/3/12",18:37:17,"maziehirono","Rehabilitating #Honolulu International #Airport’s #taxiway means stronger support (4/8)","Honolulu Airport taxiway"
"235","8/3/12",18:36:08,"maziehirono","help ensure the #safety of those #traveling throughout #Hawaii (3/8)","safety traveling Hawaii"
"236","8/3/12",18:35:51,"maziehirono","“These types of job-supporting #investments that update Hawaii’s #airports and national #park facilities (2/8)","investments airports park"
"237","8/3/12",18:35:21,"maziehirono","#Hawaii Receives $3.75 Million for #Haleakala #National #Park, #Honolulu International #Airport http://t.co/Iz2WXbaf (1/8) @NatlParkService","Hawaii Haleakala National Park Honolulu Airport"
"238","8/3/12",01:17:45,"maziehirono","I am hoping this will be fixed in the #Senate.” (9/9) #Hawaii #ag #farmers #ranchers","Senate Hawaii ag farmers ranchers"
"239","8/3/12",01:17:34,"maziehirono","which cut important #conservation programs by more than is needed to pay for the drought assistance. (8/9)","conservation"
"240","8/3/12",01:17:27,"maziehirono","At the same time, I don’t agree with the offsets used to pay for this bill, (7/9) #Hawaii #ag #farmers #ranchers","Hawaii ag farmers ranchers"
"241","8/3/12",01:17:18,"maziehirono","move closer to food sustainability. (6/9) (Click on the link to read #sustainability plan for #Hawaii http://t.co/PdI3Ai49 )","sustainability Hawaii"
"242","8/3/12",01:17:00,"maziehirono","Our #farmers and #ranchers play a critical role in our economy. Supporting their efforts during difficult times will only help #Hawaii (5/9)","farmers ranchers Hawaii"
"243","8/3/12",01:16:35,"maziehirono","almost $3.5 million to #ranchers in #Hawaii with drought-related losses in 2011 and $9 million in 2010. (4/9) #ag #farmers","ranchers Hawaii ag farmers"
"244","8/3/12",01:16:09,"maziehirono","The federal Livestock Forage Program and the Livestock Indemnity Program funded by this bill provided … (3/9) #Hawaii #ag","Hawaii ag"
"245","8/3/12",01:15:50,"maziehirono","“Ongoing drought conditions have hit #Hawaii’s #farmers &amp; #ranchers hard. Programs covered by this bill help our ranchers survive. (2/9) #ag","Hawaii farmers ranchers ag"
"246","8/3/12",01:15:37,"maziehirono","Congresswoman Hirono Supports Drought Relief for #Hawaii’s #Farmers http://t.co/Rt5eD1lx (1/9) #ag #ranchers","Hawaii Farmers ag ranchers"
"247","7/18/12",16:11:46,"maziehirono","to assisting limited resource and socially disadvantaged beginning farmers.” (13/13)",NA
"248","7/18/12",16:11:37,"maziehirono","Mahalo to the Ku I Ka Mana program for its particular dedication (12/13)",NA
"249","7/18/12",16:11:22,"maziehirono","who will learn the tools they need to provide their #communities with fresh, locally produced food (11/13)","communities"
"250","7/18/12",16:10:41,"maziehirono","The Ku I Ka Mana program will help #Hawaii Island ‘grow’ 45 new #farmers (10/13)","Hawaii farmers"
"251","7/18/12",16:09:57,"maziehirono","is exactly the kind of support our #sustainability plan outlines (9/13)","sustainability"
"252","7/18/12",16:09:43,"maziehirono","This @USDA investment in the @Kohala_Center Ku I Ka Mana New Farmer Training Initiative (8/13)",NA
"253","7/18/12",16:09:12,"maziehirono","This is especially critical when thinking to the #future, as the average #age of Hawaii's #farmers is nearly 60 years old (7/13)","future age farmers"
"254","7/18/12",16:08:07,"maziehirono","and develop the next generation of island producers (6/13)",NA
"255","7/18/12",16:07:46,"maziehirono","One of the key priorities we all agreed on was the need to support our #local #farmers and #ranchers whenever we can (5/13)","local farmers ranchers"
"256","7/18/12",16:07:01,"maziehirono","to determine what it would take to build Hawaii’s food #sustainability http://t.co/4Wc75wsa (4/13)","sustainability"
"257","7/18/12",16:06:25,"maziehirono","That’s why I have been working with local agriculture leaders (3/13)",NA
"258","7/18/12",16:05:47,"maziehirono","“As a state that imports about 85 percent of our food, it’s clear we’ve got some work to do to make #Hawaii more self-reliant (2/13)","Hawaii"
"259","7/18/12",16:05:21,"maziehirono","Congresswoman Hirono Applauds Obama Administration’s Support of #Hawaii Island #Farmers http://t.co/2nCEpAbT (1/13)","Hawaii Farmers"
"260","7/18/12",14:55:02,"maziehirono","Mahalo to these professionals as they work to keep communities prepared for worst case scenarios” (5/5)",NA
"261","7/18/12",14:54:49,"maziehirono","U.H. training center sharply focuses on natural hazards &amp; disasters, particularly those that could strike island &amp; coastal communities (4/5)",NA
"262","7/18/12",14:54:04,"maziehirono","That’s why @FEMA commitment to National Disaster Preparedness Training Center @DisasterCTR at University of Hawaii is so important (3/5)",NA
"263","7/18/12",14:53:28,"maziehirono","“As our nation plans &amp; prepares for potential threats, we must always consider unique challenges #Hawaii faces as only #island state (2/5)","Hawaii island"
"264","7/18/12",14:52:52,"maziehirono","University of #Hawaii to Receive $5 Million to Provide Homeland Security Training http://t.co/zCZJWrmx @UHawaiiNews (1/5)","Hawaii"
"265","7/18/12",02:35:32,"maziehirono","This teamwork should continue to help #Hawaii’s #keiki prepare for success in this rapidly changing and advancing world. (9/9)","Hawaii keiki"
"266","7/18/12",02:35:16,"maziehirono","And finally, #students are pushing themselves by facing the rigors of their studies head on. (8/9) #Hawaii","students Hawaii"
"267","7/18/12",02:34:53,"maziehirono","Families stand ready to support their #children once they leave the #classroom. (7/9) #Hawaii","children classroom Hawaii"
"268","7/18/12",02:34:39,"maziehirono","#School #principals continue their efforts to create a culture of #success on #campus. (6/9)","School principals success campus"
"269","7/18/12",02:34:09,"maziehirono","#educators are giving their all to make sure their students learn and achieve. (5/9) #Hawaii","educators Hawaii"
"270","7/18/12",02:33:51,"maziehirono","From #teachers working extra hours preparing their lesson plans to tutoring students each day before and after the school bell rings (4/9)","teachers"
"271","7/18/12",02:33:40,"maziehirono","These improvements reflect the growing #teamwork taking place both in and out of the classroom. (3/9) #Hawaii #education","teamwork Hawaii education"
"272","7/18/12",02:32:26,"maziehirono","Gains Hawaii's public #schools have made in reading &amp; math are a testament to the hard work done by educators &amp; students. (2/9) #Hawaii","schools Hawaii"
"273","7/18/12",02:31:42,"maziehirono","#Hawaii’s improving schools are a testament to outstanding #educators’ and #students’ hard work. http://t.co/hM8hHHxf (1/9)","Hawaii educators students"
"274","10/22/14",19:06:31,"SenatorHarkin","On #DSHEA20, proud to celebrate success of bipartisan bill that increased consumer protections &amp; strengthened access to healthy supplements.","DSHEA20"
"275","10/22/14",17:21:43,"SenatorHarkin","The #SocialSecurity COLA doesn’t reflect the living expenses of seniors. My bill expands #SocialSecurity to give seniors a raise.","SocialSecurity SocialSecurity"
"276","5/21/14",15:32:55,"SenatorHarkin","Thank you to @LupusOrg for your cont'd support &amp; advocacy &amp; to @Tessanne for a wonderful performance! http://t.co/ukQUKaTD4o",NA
"277","5/21/14",14:29:34,"SenatorHarkin","Thanks @repjohnkline @SenAlexander @askgeorge @PattyMurray @virginiafoxx @SenatorIsakson @USRepRHinojosa for leading on #WIA to help workers","WIA"
"278","5/21/14",14:20:34,"SenatorHarkin","Our bipartisan #WIA bill helps to open doors to middle class for all workers, incl #PWD, &amp; strengthens our economy. http://t.co/FEWSC5YF6Y","WIA PWD"
"279","5/21/14",13:38:02,"SenatorHarkin",".@washingtonpost is right: Congress must hold true to science-based school nutrition standards, not undermine them: http://t.co/8kWW1OrsJJ",NA
"280","5/21/14",00:48:11,"SenatorHarkin","Tonight is a tremendous honor! MT""@DrFriedenCDC: With Sandra Raymond @ lupus foundation event honoring Sen Harkin.",NA
"281","5/21/14",00:07:39,"SenatorHarkin","I applaud @CivilRights consent degree that will ensure equal access for #PWD to law school exams, thanks to #ADA http://t.co/cYj3di9rq5","PWD ADA"
"282","4/1/14",19:01:21,"SenatorHarkin","As of today, #7MillionAndCounting have now signed up for quality, affordable health insurance plans. #ACAworks http://t.co/SFyf7JBSTa","7MillionAndCounting ACAworks"
"283","4/1/14",18:37:39,"SenatorHarkin","Tipped workers are twice as likely to live in poverty as other workers. Time to #RaiseTheWage. #TippedTuesday http://t.co/1Kcilfy5Tj","RaiseTheWage TippedTuesday"
"284","4/1/14",15:58:56,"SenatorHarkin","Today at 12:33PM EDT, I'll join @WeGotEd to talk about my bill to #RaiseTheWage, help working families. Tune in: http://t.co/jlMA0lOq0v","RaiseTheWage"
"285","2/18/14",20:44:24,"SenatorHarkin","More than 600 economists agree: When we #RaiseTheWage, the economy grows. My bill creates 85,000 jobs in 3 yrs. http://t.co/YTHLjsPHVL","RaiseTheWage"
"286","2/18/14",20:44:07,"SenatorHarkin","A growing economy starts w/ a fair wage. My bill to #RaiseTheWage would create 85,000 jobs, help 28 million workers. http://t.co/YTHLjsPHVL","RaiseTheWage"
"287","7/24/13",20:01:51,"SenatorHarkin","The President's economic plan invests from the middle out to help all Americans achieve #ABetterBargain. Read more: http://t.co/qFD2CYym9Y","ABetterBargain"
"288","7/24/13",18:20:32,"SenatorHarkin","A new poll shows that 80% of Americans support my proposal with @askgeorge to #RaiseTheWage to $10.10. Read here: http://t.co/Fv4QBFR1QR","RaiseTheWage"
"289","7/24/13",14:49:12,"SenatorHarkin","The HELP Cmte has approved two nominees to @NLRB. I hope my Senate colleagues will join me in voting to confirm them http://t.co/LF0oKxVQZS",NA
"290","7/24/13",14:33:38,"SenatorHarkin","Under my proposal, 30M Americans will get a raise, including 340,000 Iowans #RaiseTheWage http://t.co/v5xaltoa2C","RaiseTheWage"
"291","7/24/13",14:26:39,"SenatorHarkin","Our economic system works best when people who do the work earn enough to get ahead #RaiseTheWage http://t.co/v5xaltoa2C","RaiseTheWage"
"292","7/24/13",14:22:57,"SenatorHarkin","The current #minimumwage ($7.25/hr) is a poverty wage. This has consequences for all of us #RaiseTheWage http://t.co/v5xaltoa2C","minimumwage RaiseTheWage"
"293","7/24/13",14:08:16,"SenatorHarkin","Happening now: the HELP Cmte votes on nominees to the @NLRB. Watch our live webcast: http://t.co/W5l4WUI4yx",NA
"294","4/19/13",21:38:03,"SenatorHarkin","I urge those in eastern IA affected by flooding to stay safe. For updates in QC area: http://t.co/wb76XP6Z6Z &amp; CR: http://t.co/xUdtFlx195  ",NA
"295","12/12/12",21:02:30,"SenatorHarkin","Speaking shortly w/ @AliciaMenendez on @HuffPostLive re: Social Security and my proposal.  Watch live here: http://t.co/oHdFBzn9",NA
"296","12/12/12",20:42:05,"SenatorHarkin","I will resist any effort to cut Social Security as part of a ""grand bargain.""  Watch my comments now on the floor: http://t.co/Q34XvYt3",NA
"297","12/12/12",14:52:02,"SenatorHarkin","Last night’s @maddow show featured @ezraklein discussion on #filibuster reform.  He called my proposal a favorite.  http://t.co/fESfBcOQ","filibuster"
"298","9/25/12",18:50:33,"SenatorHarkin","Yesterday, Senator Harkin attended the dedication of artist Ron Dinsdale’s sculpture, ""Path of Peace,"" at DMACC’s... http://t.co/NZAaRPXn",NA
"299","9/25/12",15:23:30,"SenatorHarkin","Senators Work To Improve Lock And Dam Infrastructure Along Mississippi 
River http://t.co/ZE7K6MGp",NA
"300","7/18/12",20:14:01,"SenatorHarkin","Agree with the IA corn growers: Congress needs to finish work on #farmbill.","farmbill"
"301","5/18/12",13:07:19,"SenatorHarkin","Tom’s Take: End the Obstruction and Prevent a Student Loan Interest Rate Hike 
In this video, Senator Harkin... http://t.co/k3EXBRX7",NA
"302","1/14/11",17:37:59,"SenatorHarkin","In Case You Missed It:  The Des Moines Register Editorial Board calls for filibuster reform.  Click below to read. http://fb.me/NRwwNLm6",NA
"303","1/13/11",20:11:25,"SenatorHarkin","Honoring Dr. King with Service http://bit.ly/g09sZQ",NA
"304","1/11/11",21:30:15,"SenatorHarkin","Harkin Statement on Arizona Shootings http://bit.ly/h4XgHg",NA
"305","1/11/11",21:30:14,"SenatorHarkin","Harkin, Grassley Congratulate Two Iowans Selected for the United States Senate Youth Program http://bit.ly/fBlVKP",NA
"306","1/11/11",21:30:13,"SenatorHarkin","Harkin: $26.4 Million in Low-Income Heating Assistance Coming to Iowa http://bit.ly/gTG4s7",NA
"307","1/7/11",21:45:42,"SenatorHarkin","In Case You Missed It: Click below to... http://129.186.60.91:8010/theExchange/te110107.mp3?start=00%3A00%3A00.000&end=00%3A46%3A00.000",NA
"308","1/7/11",16:27:38,"SenatorHarkin","Later today (Noon CST), Sen. Harkin will be the featured guest on Iowa Public Radio's The Exchange.  To listen... http://fb.me/BvjUNtCo",NA
"309","1/6/11",21:36:34,"SenatorHarkin","Harkin Fights to Break Senate Gridlock http://bit.ly/fflPn5",NA
"310","1/6/11",21:25:08,"SenatorHarkin","Going back to 1995, Sen. Harkin has been leading the fight to Fix the Filibuster in the US Senate.  Yesterday,... http://fb.me/DcCjrUXq",NA
"311","1/6/11",19:22:32,"SenatorHarkin","Harkin on CBO Analysis of Health Reform Repeal http://bit.ly/fpPTbM",NA
"312","1/6/11",18:51:11,"SenatorHarkin","Harkin Resolution Restores Senate Tradition; Reduces Filibuster Threat That Has Mired Chamber In Gridlock http://bit.ly/i81p7l",NA
"313","1/6/11",18:51:11,"SenatorHarkin","Harkin Statement on New FDA Tobacco Guidance http://bit.ly/hP5cv0",NA
"314","9/21/16",21:07:55,"SenDonnelly","Today, Joe called on Congress to pass #NDAA &amp; do more to prevent military &amp; veteran suicide. https://t.co/uaYmXp7XLg #SuicidePreventionMonth","NDAA SuicidePreventionMonth"
"315","9/21/16",20:44:44,"SenDonnelly","WATCH: During Senate Ag hearing Joe asked @USDA Sec. Vilsack how to better address opioid abuse in rural communities https://t.co/E2UNqSLaq2",NA
"316","9/21/16",19:43:50,"SenDonnelly","Joe released the following statement after Senate Finance passed bipartisan #MinersProtectionAct https://t.co/BZvJiTzgD1 https://t.co/YbYVMU8V0h","MinersProtectionAct"
"317","9/21/16",19:00:12,"SenDonnelly","This morning, Joe greeted Hoosier veterans on an Honor Flight trip at the WWII Memorial. https://t.co/ziI87NYFOp",NA
"318","9/21/16",17:05:34,"SenDonnelly","…and we won’t stop working until you receive the care and support you so truly deserve. -Joe",NA
"319","9/21/16",17:05:23,"SenDonnelly","To our servicemembers and veterans struggling with mental health challenges, and their loved ones: we are here for you. - Joe",NA
"320","9/21/16",17:05:14,"SenDonnelly","Throughout Sept. we will recognize #SuicidePreventionMonth, but this is an issue it demands our attention every day of the year. -Joe","SuicidePreventionMonth"
"321","9/21/16",17:04:45,"SenDonnelly","We must do more to help prevent military and veteran suicides. - Joe",NA
"322","9/21/16",17:04:37,"SenDonnelly","There is no single solution that ends suicide. -Joe",NA
"323","9/21/16",17:04:20,"SenDonnelly","I urge Congress to come together on a final defense bill that can be sent to the President and signed into law. - Joe",NA
"324","9/21/16",17:04:02,"SenDonnelly","It expands the availability of PAs to provide mental health care evaluations and services for servicemembers and their families. -Joe",NA
"325","9/21/16",17:03:43,"SenDonnelly","This year, the final provision of my bipartisan #CarePackage passed the Senate as part of #NDAA - Joe","CarePackage NDAA"
"326","9/21/16",17:03:36,"SenDonnelly","…so these services reach the troops and veterans who need them most. -Joe",NA
"327","9/21/16",17:03:20,"SenDonnelly","We need to ensure the laws we’ve passed, including the #SextonAct &amp; #CarePackage, are implemented correctly - Joe","SextonAct CarePackage"
"328","9/21/16",17:02:54,"SenDonnelly","&amp; to deliver mental health care in a way that meets the unique needs of servicemembers and veterans… -Joe",NA
"329","9/21/16",17:02:36,"SenDonnelly","…which helped expand access to quality mental health care for servicemembers - Joe",NA
"330","9/21/16",17:02:32,"SenDonnelly","last year, we had provisions of my bipartisan Servicemember and Veterans Mental Health #CarePackage signed into law -Joe","CarePackage"
"331","9/21/16",17:02:13,"SenDonnelly","&amp; established…a requirement that every servicemember – Active, Guard &amp; Reserve – receive an annual mental health assessment. - Joe",NA
"332","9/21/16",17:01:53,"SenDonnelly","In 2014, my bipartisan Jacob Sexton Military Suicide Prevention Act was signed into law. -Joe",NA
"333","9/21/16",17:01:32,"SenDonnelly","Despite gridlock in Congress, this is an issue where we have a solid bipartisan consensus. - Joe",NA
"334","9/21/16",17:01:14,"SenDonnelly","These numbers illustrate the simple, terrible fact that we are losing too many of our servicemembers and veterans to suicide. -Joe",NA
"335","9/21/16",17:00:38,"SenDonnelly","We are painfully aware of the statistic that an estimated 20 veterans a day take their own lives. - Joe",NA
"336","9/21/16",17:00:31,"SenDonnelly","In 2015, 475 servicemembers took their own lives. Prior to that we lost 443 servicemembers in 2014 and 474 servicemembers in 2013. -Joe",NA
"337","9/21/16",17:00:11,"SenDonnelly","Last year, for the fourth straight year, more U.S. troops were lost to suicide than in combat. - Joe",NA
"338","9/21/16",17:00:04,"SenDonnelly","Today, I want to talk about suicide prevention as it relates to our servicemembers, our veterans, and their families. -Joe",NA
"339","9/21/16",16:56:59,"SenDonnelly","Joe is headed to @SenateFloor to call on Congress to pass #NDAA &amp; do more to end military &amp; veteran suicide. WATCH: https://t.co/F62JYLGefF","NDAA"
"340","9/21/16",15:26:35,"SenDonnelly","W/ the help of Joe’s staff, Muncie WWII veteran Junior Howell was awarded the Purple Heart he earned serving as a @USMC in the Pacific. https://t.co/ILYGO2d8AA",NA
"341","7/15/16",17:38:31,"SenDonnelly","Joe &amp; his wife Jill will participate in keel-laying for future USS Indianapolis on Monday in Wisconsin. https://t.co/kpg0iN60hG",NA
